report_date,bond,bond_yield,years_to_maturity
2025-02-19,R2035,10.58,10.023271731690622
2025-02-19,R209,10.8,11.110198494182066
2025-02-19,R2037,11.0,11.94798083504449
2025-02-19,R2038,11.05,13.1088295687885
2025-02-19,R2040,11.285,14.94592744695414
2025-02-19,SATB12M,8.028,1.0
2025-02-19,R2044,11.44,18.94592744695414
2025-02-19,ZARGB10,10.572,10.0
2025-02-19,ZARGB30,11.34,30.0
2025-02-19,ZARGB25,11.38,25.0
2025-02-19,ZARGB20,11.429,20.0
2025-02-19,ZARGB15,11.282,15.0
2025-02-19,R2048,11.395,23.02258726899384
2025-02-19,ZARGB5,9.188,5.0
2025-02-19,ZARGB3,8.669,3.0
2025-02-19,ZARGB2,8.412,2.0
2025-02-19,R2053,11.355,28.109514031485283
2025-02-18,R2040,11.22,14.948665297741274
2025-02-18,SATB12M,8.028,1.0
2025-02-18,R186,8.335,1.83709787816564
2025-02-18,R2030,9.115,4.950034223134839
2025-02-18,R213,9.505,6.026009582477755
2025-02-18,R2032,9.825,7.112936344969199
2025-02-18,R2033,10.02,8.112251882272416
2025-02-18,R2035,10.505,10.026009582477757
2025-02-18,R209,10.725,11.1129363449692
2025-02-18,R2037,10.92,11.950718685831625
2025-02-18,R2038,10.975,13.111567419575634
2025-02-18,R214,11.14,16.027378507871322
2025-02-18,ZARGB30,11.267,30.0
2025-02-18,R2048,11.315,23.025325119780973
2025-02-18,R2053,11.28,28.112251882272417
2025-02-18,ZARGB2,8.375,2.0
2025-02-18,ZARGB3,8.626,3.0
2025-02-18,ZARGB5,9.132,5.0
2025-02-18,ZARGB10,10.497,10.0
2025-02-18,ZARGB15,11.217,15.0
2025-02-18,ZARGB20,11.352,20.0
2025-02-18,ZARGB25,11.302,25.0
2025-02-18,R2044,11.365,18.94866529774127
2025-02-17,R2033,10.035,8.114989733059549
2025-02-17,R2038,10.995,13.114305270362763
2025-02-17,R2037,10.94,11.953456536618754
2025-02-17,R209,10.75,11.11567419575633
2025-02-17,R2035,10.525,10.028747433264886
2025-02-17,R214,11.165,16.030116358658454
2025-02-17,R2032,9.835,7.115674195756331
2025-02-17,R213,9.515,6.028747433264887
2025-02-17,R2030,9.125,4.952772073921971
2025-02-17,R186,8.325,1.839835728952772
2025-02-17,SATB12M,8.028,1.0
2025-02-17,R2040,11.245,14.951403148528405
2025-02-17,ZARGB30,11.297,30.0
2025-02-17,R2044,11.395,18.951403148528406
2025-02-17,R2053,11.31,28.11498973305955
2025-02-17,ZARGB2,8.366,2.0
2025-02-17,ZARGB3,8.623,3.0
2025-02-17,ZARGB5,9.141,5.0
2025-02-17,ZARGB10,10.516,10.0
2025-02-17,ZARGB15,11.242,15.0
2025-02-17,ZARGB20,11.382,20.0
2025-02-17,ZARGB25,11.332,25.0
2025-02-17,R2048,11.345,23.028062970568104
2025-02-14,R2035,10.475,10.036960985626283
2025-02-14,R214,11.12,16.03832991101985
2025-02-14,R2040,11.2,14.959616700889802
2025-02-14,R2038,10.945,13.122518822724162
2025-02-14,R2037,10.89,11.961670088980153
2025-02-14,R209,10.7,11.123887748117728
2025-02-14,R186,8.285,1.8480492813141685
2025-02-14,R2033,9.975,8.123203285420944
2025-02-14,R2032,9.785,7.123887748117728
2025-02-14,R213,9.475,6.036960985626283
2025-02-14,R2030,9.08,4.960985626283367
2025-02-14,SATB12M,8.039,1.0
2025-02-14,R2048,11.295,23.0362765229295
2025-02-14,R2044,11.345,18.9596167008898
2025-02-14,SATB9M,8.21,0.75
2025-02-14,R2053,11.255,28.123203285420946
2025-02-14,ZARGB25,11.28,25.0
2025-02-14,REPO,7.5,0.0
2025-02-14,SATB6M,8.09,0.5
2025-02-14,SATB3M,7.55,0.25
2025-02-14,ZARGB30,11.24,30.0
2025-02-14,ZARGB2,8.323,2.0
2025-02-14,ZARGB20,11.332,20.0
2025-02-14,ZARGB10,10.464,10.0
2025-02-14,ZARGB5,9.093,5.0
2025-02-14,ZARGB15,11.198,15.0
2025-02-14,ZARGB3,8.579,3.0
2025-02-13,R214,11.235,16.041067761806982
2025-02-13,SATB12M,8.039,1.0
2025-02-13,R186,8.33,1.8507871321013003
2025-02-13,R2030,9.18,4.963723477070499
2025-02-13,R213,9.57,6.039698836413415
2025-02-13,R2032,9.88,7.12662559890486
2025-02-13,R2033,10.08,8.125941136208077
2025-02-13,R2035,10.565,10.039698836413416
2025-02-13,R209,10.8,11.12662559890486
2025-02-13,R2038,11.04,13.125256673511291
2025-02-13,R2040,11.315,14.962354551676931
2025-02-13,R2037,10.995,11.964407939767282
2025-02-13,R2044,11.465,18.96235455167693
2025-02-13,ZARGB10,10.553,10.0
2025-02-13,R2048,11.42,23.039014373716636
2025-02-13,ZARGB25,11.403,25.0
2025-02-13,ZARGB20,11.454,20.0
2025-02-13,ZARGB15,11.313,15.0
2025-02-13,ZARGB30,11.359,30.0
2025-02-13,ZARGB5,9.192,5.0
2025-02-13,ZARGB3,8.643,3.0
2025-02-13,ZARGB2,8.37,2.0
2025-02-13,R2053,11.375,28.12594113620808
2025-02-12,R214,11.19,16.043805612594113
2025-02-12,SATB12M,8.039,1.0
2025-02-12,R186,8.315,1.8535249828884328
2025-02-12,R2030,9.17,4.966461327857632
2025-02-12,R213,9.54,6.042436687200548
2025-02-12,R2032,9.85,7.129363449691992
2025-02-12,R2033,10.065,8.128678986995208
2025-02-12,R2035,10.53,10.042436687200547
2025-02-12,R209,10.765,11.129363449691992
2025-02-12,R2037,10.96,11.967145790554415
2025-02-12,R2038,11.02,13.127994524298426
2025-02-12,R2040,11.27,14.965092402464066
2025-02-12,ZARGB20,11.411,20.0
2025-02-12,R2044,11.425,18.965092402464062
2025-02-12,R2053,11.335,28.128678986995208
2025-02-12,ZARGB2,8.355,2.0
2025-02-12,ZARGB3,8.629,3.0
2025-02-12,ZARGB5,9.18,5.0
2025-02-12,ZARGB10,10.518,10.0
2025-02-12,ZARGB15,11.268,15.0
2025-02-12,ZARGB25,11.357,25.0
2025-02-12,ZARGB30,11.322,30.0
2025-02-12,R2048,11.37,23.041752224503764
2025-02-11,R2033,10.055,8.131416837782341
2025-02-11,R2038,11.025,13.130732375085556
2025-02-11,R2037,10.965,11.969883641341546
2025-02-11,R209,10.77,11.132101300479125
2025-02-11,R2035,10.53,10.04517453798768
2025-02-11,SATB12M,8.039,1.0
2025-02-11,R2032,9.83,7.132101300479124
2025-02-11,R213,9.515,6.04517453798768
2025-02-11,R2030,9.135,4.969199178644764
2025-02-11,R186,8.27,1.8562628336755649
2025-02-11,R214,11.21,16.046543463381244
2025-02-11,R2040,11.295,14.967830253251195
2025-02-11,ZARGB15,11.293,15.0
2025-02-11,R2044,11.45,18.9678302532512
2025-02-11,ZARGB5,9.145,5.0
2025-02-11,ZARGB25,11.375,25.0
2025-02-11,ZARGB20,11.434,20.0
2025-02-11,ZARGB10,10.517,10.0
2025-02-11,ZARGB30,11.351,30.0
2025-02-11,ZARGB3,8.587,3.0
2025-02-11,ZARGB2,8.31,2.0
2025-02-11,R2053,11.36,28.13141683778234
2025-02-11,R2048,11.385,23.04449007529089
2025-02-10,SATB12M,8.039,1.0
2025-02-10,R214,11.175,16.04928131416838
2025-02-10,R186,8.24,1.8590006844626967
2025-02-10,R2030,9.085,4.971937029431896
2025-02-10,R213,9.465,6.047912388774812
2025-02-10,R2032,9.785,7.134839151266256
2025-02-10,R2033,10.01,8.134154688569472
2025-02-10,R2035,10.47,10.047912388774812
2025-02-10,R209,10.72,11.134839151266256
2025-02-10,R2037,10.91,11.97262149212868
2025-02-10,R2038,10.97,13.13347022587269
2025-02-10,R2040,11.26,14.97056810403833
2025-02-10,R2044,11.41,18.97056810403833
2025-02-10,ZARGB10,10.457,10.0
2025-02-10,R2048,11.355,23.04722792607803
2025-02-10,ZARGB30,11.314,30.0
2025-02-10,ZARGB25,11.344,25.0
2025-02-10,ZARGB15,11.258,15.0
2025-02-10,ZARGB20,11.396,20.0
2025-02-10,ZARGB5,9.094,5.0
2025-02-10,ZARGB3,8.549,3.0
2025-02-10,ZARGB2,8.278,2.0
2025-02-10,R2053,11.325,28.134154688569478
2025-02-07,R2035,10.41,10.056125941136209
2025-02-07,R214,11.105,16.057494866529773
2025-02-07,R2040,11.185,14.978781656399724
2025-02-07,R2038,10.92,13.141683778234086
2025-02-07,R2037,10.85,11.980835044490076
2025-02-07,R209,10.655,11.143052703627651
2025-02-07,R186,8.215,1.8672142368240927
2025-02-07,R2033,9.965,8.14236824093087
2025-02-07,SATB12M,8.039,1.0
2025-02-07,R2032,9.745,7.143052703627652
2025-02-07,R213,9.425,6.056125941136208
2025-02-07,R2030,9.045,4.980150581793292
2025-02-07,R2048,11.28,23.055441478439427
2025-02-07,R2044,11.33,18.978781656399725
2025-02-07,ZARGB30,11.239,30.0
2025-02-07,R2053,11.25,28.142368240930868
2025-02-07,ZARGB25,11.269,25.0
2025-02-07,ZARGB2,8.25,2.0
2025-02-07,SATB9M,8.22,0.75
2025-02-07,SATB6M,8.15,0.5
2025-02-07,SATB3M,7.53,0.25
2025-02-07,REPO,7.5,0.0
2025-02-07,ZARGB20,11.318,20.0
2025-02-07,ZARGB10,10.395,10.0
2025-02-07,ZARGB5,9.051,5.0
2025-02-07,ZARGB15,11.184,15.0
2025-02-07,ZARGB3,8.516,3.0
2025-02-06,R214,11.115,16.060232717316907
2025-02-06,SATB12M,8.039,1.0
2025-02-06,R186,8.23,1.8699520876112248
2025-02-06,R2030,9.035,4.982888432580425
2025-02-06,R213,9.415,6.05886379192334
2025-02-06,R2032,9.73,7.145790554414784
2025-02-06,R2033,9.95,8.145106091718
2025-02-06,R2035,10.415,10.05886379192334
2025-02-06,R209,10.655,11.145790554414784
2025-02-06,R2037,10.855,11.983572895277208
2025-02-06,R2040,11.195,14.981519507186858
2025-02-06,R2038,10.925,13.14442162902122
2025-02-06,R2044,11.345,18.981519507186857
2025-02-06,R2053,11.265,28.145106091718
2025-02-06,ZARGB2,8.263,2.0
2025-02-06,ZARGB3,8.522,3.0
2025-02-06,ZARGB5,9.039,5.0
2025-02-06,ZARGB10,10.399,10.0
2025-02-06,ZARGB15,11.196,15.0
2025-02-06,ZARGB20,11.331,20.0
2025-02-06,ZARGB25,11.281,25.0
2025-02-06,ZARGB30,11.256,30.0
2025-02-06,R2048,11.29,23.05817932922656
2025-02-05,R2035,10.4,10.061601642710473
2025-02-05,R2040,11.16,14.984257357973991
2025-02-05,SATB12M,8.039,1.0
2025-02-05,R2037,10.84,11.98631074606434
2025-02-05,R209,10.64,11.148528405201915
2025-02-05,R186,8.225,1.8726899383983573
2025-02-05,R2033,9.95,8.147843942505133
2025-02-05,R2032,9.73,7.148528405201916
2025-02-05,R213,9.425,6.061601642710472
2025-02-05,R2030,9.05,4.985626283367557
2025-02-05,R214,11.075,16.06297056810404
2025-02-05,R2038,10.92,13.14715947980835
2025-02-05,R2048,11.26,23.06091718001369
2025-02-05,ZARGB15,11.161,15.0
2025-02-05,R2053,11.235,28.147843942505133
2025-02-05,ZARGB30,11.226,30.0
2025-02-05,ZARGB25,11.251,25.0
2025-02-05,ZARGB20,11.298,20.0
2025-02-05,R2044,11.31,18.98425735797399
2025-02-05,ZARGB10,10.384,10.0
2025-02-05,ZARGB2,8.258,2.0
2025-02-05,ZARGB3,8.523,3.0
2025-02-05,ZARGB5,9.053,5.0
2025-02-04,SATB12M,8.039,1.0
2025-02-04,R186,8.24,1.8754277891854891
2025-02-04,R2030,9.08,4.988364134154689
2025-02-04,R213,9.47,6.064339493497604
2025-02-04,R2032,9.78,7.151266255989048
2025-02-04,R2033,10.0,8.150581793292266
2025-02-04,R2035,10.445,10.064339493497604
2025-02-04,R209,10.685,11.151266255989048
2025-02-04,R2038,10.965,13.149897330595484
2025-02-04,R2040,11.2,14.986995208761122
2025-02-04,R214,11.12,16.06570841889117
2025-02-04,R2037,10.885,11.989048596851472
2025-02-04,R2048,11.31,23.06365503080082
2025-02-04,ZARGB15,11.2,15.0
2025-02-04,R2053,11.27,28.150581793292265
2025-02-04,ZARGB30,11.256,30.0
2025-02-04,ZARGB25,11.295,25.0
2025-02-04,ZARGB20,11.348,20.0
2025-02-04,R2044,11.36,18.98699520876112
2025-02-04,ZARGB10,10.428,10.0
2025-02-04,ZARGB5,9.082,5.0
2025-02-04,ZARGB3,8.543,3.0
2025-02-04,ZARGB2,8.273,2.0
2025-02-03,R214,11.175,16.0684462696783
2025-02-03,R186,8.245,1.8781656399726212
2025-02-03,R2030,9.135,4.991101984941821
2025-02-03,R213,9.525,6.067077344284736
2025-02-03,R2032,9.83,7.15400410677618
2025-02-03,R2033,10.05,8.153319644079398
2025-02-03,R2035,10.495,10.067077344284735
2025-02-03,R209,10.735,11.15400410677618
2025-02-03,R2037,10.93,11.991786447638605
2025-02-03,R2038,11.01,13.152635181382614
2025-02-03,SATB12M,8.039,1.0
2025-02-03,R2040,11.245,14.989733059548255
2025-02-03,R2044,11.41,18.989733059548254
2025-02-03,ZARGB10,10.478,10.0
2025-02-03,R2048,11.36,23.066392881587955
2025-02-03,ZARGB30,11.306,30.0
2025-02-03,ZARGB25,11.345,25.0
2025-02-03,ZARGB15,11.245,15.0
2025-02-03,ZARGB20,11.398,20.0
2025-02-03,ZARGB5,9.137,5.0
2025-02-03,ZARGB3,8.565,3.0
2025-02-03,ZARGB2,8.279,2.0
2025-02-03,R2053,11.32,28.1533196440794
2025-01-31,R2033,9.94,8.161533196440795
2025-01-31,R2040,11.12,14.99794661190965
2025-01-31,R2038,10.9,13.160848733744013
2025-01-31,R2037,10.815,12.0
2025-01-31,R209,10.62,11.162217659137577
2025-01-31,R2035,10.375,10.075290896646132
2025-01-31,SATB12M,8.084,1.0
2025-01-31,R2032,9.725,7.162217659137577
2025-01-31,R213,9.42,6.075290896646133
2025-01-31,R2030,9.04,4.999315537303217
2025-01-31,R186,8.23,1.8863791923340176
2025-01-31,R2044,11.275,18.99794661190965
2025-01-31,R214,11.05,16.076659822039698
2025-01-31,R2048,11.235,23.07460643394935
2025-01-31,SATB9M,8.26,0.75
2025-01-31,ZARGB20,11.265,20.0
2025-01-31,REPO,7.5,0.0
2025-01-31,R2053,11.18,28.161533196440796
2025-01-31,SATB6M,8.22,0.5
2025-01-31,SATB3M,7.86,0.25
2025-01-31,ZARGB25,11.214,25.0
2025-01-31,ZARGB30,11.16,30.0
2025-01-31,ZARGB15,11.119,15.0
2025-01-31,ZARGB10,10.356,10.0
2025-01-31,ZARGB5,9.039,5.0
2025-01-31,ZARGB3,8.519,3.0
2025-01-31,ZARGB2,8.259,2.0
2025-01-30,R2033,9.885,8.164271047227926
2025-01-30,R2038,10.825,13.163586584531142
2025-01-30,R2037,10.74,12.002737850787131
2025-01-30,R209,10.55,11.16495550992471
2025-01-30,R2035,10.31,10.078028747433263
2025-01-30,R214,10.97,16.079397672826833
2025-01-30,R2032,9.67,7.1649555099247095
2025-01-30,R213,9.37,6.078028747433265
2025-01-30,R2030,8.99,5.002053388090349
2025-01-30,R186,8.22,1.88911704312115
2025-01-30,SATB12M,8.084,1.0
2025-01-30,R2040,11.04,15.000684462696784
2025-01-30,R2053,11.09,28.164271047227928
2025-01-30,R2044,11.18,19.000684462696785
2025-01-30,ZARGB10,10.291,10.0
2025-01-30,R2048,11.13,23.077344284736483
2025-01-30,ZARGB25,11.115,25.0
2025-01-30,ZARGB20,11.168,20.0
2025-01-30,ZARGB15,11.039,15.0
2025-01-30,ZARGB30,11.076,30.0
2025-01-30,ZARGB5,8.989,5.0
2025-01-30,ZARGB3,8.494,3.0
2025-01-30,ZARGB2,8.247,2.0
2025-01-29,SATB12M,8.084,1.0
2025-01-29,R186,8.21,1.891854893908282
2025-01-29,R2030,8.955,5.004791238877481
2025-01-29,R213,9.34,6.080766598220397
2025-01-29,R2032,9.645,7.167693360711842
2025-01-29,R2033,9.86,8.167008898015059
2025-01-29,R2035,10.285,10.080766598220396
2025-01-29,R209,10.525,11.16769336071184
2025-01-29,R2037,10.715,12.005475701574264
2025-01-29,R2038,10.8,13.166324435318275
2025-01-29,R2040,11.025,15.003422313483917
2025-01-29,R214,10.955,16.082135523613964
2025-01-29,R2044,11.165,19.00342231348392
2025-01-29,R2053,11.075,28.16700889801506
2025-01-29,ZARGB2,8.236,2.0
2025-01-29,ZARGB3,8.475,3.0
2025-01-29,ZARGB5,8.953,5.0
2025-01-29,ZARGB10,10.266,10.0
2025-01-29,ZARGB15,11.023,15.0
2025-01-29,ZARGB20,11.153,20.0
2025-01-29,ZARGB25,11.1,25.0
2025-01-29,ZARGB30,11.061,30.0
2025-01-29,R2048,11.115,23.08008213552361
2025-01-28,R2033,9.925,8.16974674880219
2025-01-28,R2038,10.875,13.169062286105408
2025-01-28,R2037,10.795,12.008213552361395
2025-01-28,R209,10.61,11.170431211498974
2025-01-28,R2035,10.36,10.08350444900753
2025-01-28,R214,11.045,16.084873374401095
2025-01-28,R2032,9.715,7.170431211498974
2025-01-28,R213,9.41,6.083504449007529
2025-01-28,R2030,9.02,5.007529089664613
2025-01-28,R186,8.245,1.894592744695414
2025-01-28,R2040,11.115,15.006160164271048
2025-01-28,SATB12M,8.084,1.0
2025-01-28,R2044,11.25,19.006160164271048
2025-01-28,ZARGB10,10.339,10.0
2025-01-28,ZARGB30,11.139,30.0
2025-01-28,ZARGB25,11.183,25.0
2025-01-28,ZARGB20,11.238,20.0
2025-01-28,ZARGB15,11.113,15.0
2025-01-28,R2048,11.2,23.082819986310746
2025-01-28,ZARGB5,9.017,5.0
2025-01-28,ZARGB3,8.52,3.0
2025-01-28,ZARGB2,8.271,2.0
2025-01-28,R2053,11.155,28.16974674880219
2025-01-27,R2040,11.22,15.00889801505818
2025-01-27,SATB12M,8.084,1.0
2025-01-27,R186,8.265,1.897330595482546
2025-01-27,R2030,9.125,5.0102669404517455
2025-01-27,R213,9.505,6.0862422997946615
2025-01-27,R2032,9.81,7.173169062286106
2025-01-27,R2033,10.02,8.172484599589323
2025-01-27,R2035,10.47,10.08624229979466
2025-01-27,R209,10.715,11.173169062286105
2025-01-27,R2037,10.91,12.010951403148528
2025-01-27,R2038,10.99,13.17180013689254
2025-01-27,R214,11.15,16.087611225188226
2025-01-27,ZARGB15,11.218,15.0
2025-01-27,R2048,11.325,23.08555783709788
2025-01-27,R2053,11.27,28.17248459958932
2025-01-27,ZARGB2,8.293,2.0
2025-01-27,ZARGB3,8.569,3.0
2025-01-27,ZARGB5,9.121,5.0
2025-01-27,ZARGB10,10.448,10.0
2025-01-27,ZARGB20,11.352,20.0
2025-01-27,ZARGB25,11.304,25.0
2025-01-27,ZARGB30,11.25,30.0
2025-01-27,R2044,11.36,19.00889801505818
2025-01-24,R2040,11.09,15.017111567419576
2025-01-24,R2038,10.87,13.180013689253936
2025-01-24,R2048,11.165,23.093771389459278
2025-01-24,R214,11.01,16.095824777549623
2025-01-24,R209,10.585,11.181382614647502
2025-01-24,R2037,10.785,12.019164955509924
2025-01-24,R186,8.255,1.9055441478439423
2025-01-24,R2035,10.35,10.094455852156058
2025-01-24,R2033,9.91,8.180698151950718
2025-01-24,R2032,9.7,7.181382614647502
2025-01-24,R213,9.395,6.094455852156058
2025-01-24,SATB12M,8.152,1.0
2025-01-24,R2044,11.215,19.017111567419576
2025-01-24,R2030,9.01,5.018480492813142
2025-01-24,R2053,11.125,28.18069815195072
2025-01-24,ZARGB25,11.15,25.0
2025-01-24,ZARGB2,8.278,2.0
2025-01-24,SATB9M,8.32,0.75
2025-01-24,SATB6M,8.28,0.5
2025-01-24,SATB3M,7.92,0.25
2025-01-24,ZARGB30,11.111,30.0
2025-01-24,REPO,7.75,0.0
2025-01-24,ZARGB20,11.203,20.0
2025-01-24,ZARGB15,11.087,15.0
2025-01-24,ZARGB10,10.327,10.0
2025-01-24,ZARGB5,9.005,5.0
2025-01-24,ZARGB3,8.52,3.0
2025-01-23,R214,11.05,16.098562628336754
2025-01-23,SATB12M,8.152,1.0
2025-01-23,R2030,9.035,5.021218343600274
2025-01-23,R213,9.435,6.09719370294319
2025-01-23,R2032,9.735,7.184120465434634
2025-01-23,R2033,9.94,8.183436002737851
2025-01-23,R2035,10.38,10.097193702943189
2025-01-23,R209,10.61,11.184120465434631
2025-01-23,R2037,10.8,12.021902806297057
2025-01-23,R2038,10.88,13.182751540041068
2025-01-23,R2040,11.14,15.019849418206707
2025-01-23,R186,8.29,1.9082819986310744
2025-01-23,R2044,11.24,19.019849418206707
2025-01-23,ZARGB10,10.356,10.0
2025-01-23,ZARGB30,11.134,30.0
2025-01-23,ZARGB25,11.178,25.0
2025-01-23,ZARGB20,11.229,20.0
2025-01-23,ZARGB15,11.136,15.0
2025-01-23,R2048,11.195,23.096509240246405
2025-01-23,ZARGB5,9.029,5.0
2025-01-23,ZARGB3,8.551,3.0
2025-01-23,ZARGB2,8.312,2.0
2025-01-23,R2053,11.15,28.18343600273785
2025-01-22,R214,10.925,16.10130047912389
2025-01-22,R186,8.255,1.911019849418207
2025-01-22,R2030,8.995,5.023956194387406
2025-01-22,R213,9.37,6.099931553730322
2025-01-22,R2032,9.67,7.186858316221766
2025-01-22,R2033,9.875,8.186173853524982
2025-01-22,R2035,10.29,10.099931553730322
2025-01-22,R209,10.51,11.186858316221766
2025-01-22,R2037,10.715,12.02464065708419
2025-01-22,R2038,10.79,13.1854893908282
2025-01-22,R2040,11.01,15.02258726899384
2025-01-22,SATB12M,8.152,1.0
2025-01-22,R2044,11.12,19.02258726899384
2025-01-22,R2048,11.075,23.09924709103354
2025-01-22,ZARGB2,8.276,2.0
2025-01-22,ZARGB3,8.513,3.0
2025-01-22,ZARGB5,8.988,5.0
2025-01-22,ZARGB10,10.267,10.0
2025-01-22,ZARGB15,11.006,15.0
2025-01-22,ZARGB20,11.109,20.0
2025-01-22,ZARGB25,11.062,25.0
2025-01-22,ZARGB30,11.028,30.0
2025-01-22,R2053,11.04,28.186173853524984
2025-01-21,R2032,9.76,7.189596167008898
2025-01-21,R2038,10.885,13.188227241615332
2025-01-21,R2037,10.8,12.02737850787132
2025-01-21,R209,10.605,11.189596167008895
2025-01-21,R2033,9.965,8.188911704312115
2025-01-21,R214,10.995,16.10403832991102
2025-01-21,R213,9.46,6.102669404517454
2025-01-21,R2030,9.085,5.026694045174538
2025-01-21,R186,8.315,1.9137577002053388
2025-01-21,SATB12M,8.152,1.0
2025-01-21,R2040,11.08,15.025325119780971
2025-01-21,R2035,10.37,10.102669404517451
2025-01-21,R2044,11.205,19.025325119780973
2025-01-21,ZARGB5,9.078,5.0
2025-01-21,ZARGB25,11.132,25.0
2025-01-21,ZARGB20,11.191,20.0
2025-01-21,ZARGB15,11.076,15.0
2025-01-21,ZARGB10,10.347,10.0
2025-01-21,ZARGB30,11.098,30.0
2025-01-21,R2048,11.145,23.10198494182067
2025-01-21,ZARGB3,8.583,3.0
2025-01-21,ZARGB2,8.336,2.0
2025-01-21,R2053,11.11,28.188911704312115
2025-01-20,R214,11.09,16.10677618069815
2025-01-20,SATB12M,8.152,1.0
2025-01-20,R186,8.32,1.9164955509924708
2025-01-20,R2030,9.16,5.02943189596167
2025-01-20,R213,9.53,6.105407255304586
2025-01-20,R2032,9.84,7.19233401779603
2025-01-20,R2033,10.06,8.191649555099247
2025-01-20,R2035,10.47,10.105407255304586
2025-01-20,R209,10.7,11.19233401779603
2025-01-20,R2037,10.9,12.030116358658454
2025-01-20,R2038,10.97,13.190965092402465
2025-01-20,R2040,11.175,15.028062970568104
2025-01-20,R2044,11.285,19.028062970568104
2025-01-20,ZARGB5,9.151,5.0
2025-01-20,ZARGB30,11.186,30.0
2025-01-20,ZARGB25,11.225,25.0
2025-01-20,ZARGB20,11.274,20.0
2025-01-20,ZARGB10,10.446,10.0
2025-01-20,ZARGB15,11.171,15.0
2025-01-20,ZARGB3,8.612,3.0
2025-01-20,ZARGB2,8.342,2.0
2025-01-20,R2053,11.2,28.191649555099247
2025-01-20,R2048,11.24,23.1047227926078
2025-01-17,R2035,10.54,10.113620807665985
2025-01-17,R214,11.175,16.11498973305955
2025-01-17,R2040,11.26,15.0362765229295
2025-01-17,R2038,11.045,13.19917864476386
2025-01-17,R2037,10.975,12.038329911019847
2025-01-17,R209,10.775,11.200547570157427
2025-01-17,SATB12M,8.186,1.0
2025-01-17,R2033,10.125,8.199863107460644
2025-01-17,R2032,9.915,7.200547570157426
2025-01-17,R213,9.605,6.113620807665982
2025-01-17,R2030,9.225,5.037645448323066
2025-01-17,R186,8.355,1.9247091033538672
2025-01-17,R2048,11.325,23.1129363449692
2025-01-17,R2044,11.375,19.0362765229295
2025-01-17,R2053,11.285,28.199863107460644
2025-01-17,REPO,7.75,0.0
2025-01-17,ZARGB25,11.31,25.0
2025-01-17,SATB9M,8.34,0.75
2025-01-17,SATB6M,8.31,0.5
2025-01-17,SATB3M,7.92,0.25
2025-01-17,ZARGB30,11.271,30.0
2025-01-17,ZARGB2,8.376,2.0
2025-01-17,ZARGB20,11.363,20.0
2025-01-17,ZARGB10,10.514,10.0
2025-01-17,ZARGB5,9.214,5.0
2025-01-17,ZARGB3,8.655,3.0
2025-01-17,ZARGB15,11.255,15.0
2025-01-16,R2033,10.1,8.202600958247775
2025-01-16,R2038,11.045,13.201916495550991
2025-01-16,R2037,10.975,12.041067761806982
2025-01-16,R209,10.77,11.203285420944558
2025-01-16,R2035,10.54,10.116358658453114
2025-01-16,R2030,9.195,5.040383299110198
2025-01-16,R2032,9.895,7.203285420944559
2025-01-16,R213,9.585,6.116358658453114
2025-01-16,R186,8.36,1.9274469541409995
2025-01-16,SATB12M,8.186,1.0
2025-01-16,R2040,11.26,15.039014373716633
2025-01-16,R2044,11.375,19.039014373716636
2025-01-16,ZARGB2,8.379,2.0
2025-01-16,R214,11.17,16.11772758384668
2025-01-16,R2048,11.33,23.11567419575633
2025-01-16,R2053,11.295,28.20260095824777
2025-01-16,ZARGB3,8.647,3.0
2025-01-16,ZARGB5,9.183,5.0
2025-01-16,ZARGB10,10.512,10.0
2025-01-16,ZARGB15,11.254,15.0
2025-01-16,ZARGB20,11.365,20.0
2025-01-16,ZARGB25,11.317,25.0
2025-01-16,ZARGB30,11.283,30.0
2025-01-15,R2033,10.05,8.205338809034908
2025-01-15,R2038,11.005,13.204654346338124
2025-01-15,R2037,10.935,12.043805612594111
2025-01-15,R209,10.74,11.206023271731691
2025-01-15,R2035,10.51,10.119096509240247
2025-01-15,R214,11.15,16.12046543463381
2025-01-15,R2032,9.835,7.20602327173169
2025-01-15,R213,9.535,6.119096509240246
2025-01-15,R2030,9.155,5.04312114989733
2025-01-15,R186,8.305,1.9301848049281316
2025-01-15,R2040,11.24,15.041752224503764
2025-01-15,SATB12M,8.186,1.0
2025-01-15,R2044,11.35,19.041752224503764
2025-01-15,ZARGB10,10.48,10.0
2025-01-15,ZARGB30,11.278,30.0
2025-01-15,ZARGB25,11.298,25.0
2025-01-15,ZARGB20,11.34,20.0
2025-01-15,ZARGB15,11.233,15.0
2025-01-15,R2048,11.305,23.11841204654346
2025-01-15,ZARGB5,9.142,5.0
2025-01-15,ZARGB3,8.597,3.0
2025-01-15,ZARGB2,8.324,2.0
2025-01-15,R2053,11.285,28.205338809034902
2025-01-14,R2040,11.375,15.044490075290897
2025-01-14,SATB12M,8.186,1.0
2025-01-14,R186,8.385,1.9329226557152637
2025-01-14,R2030,9.3,5.045859000684462
2025-01-14,R213,9.67,6.121834360027378
2025-01-14,R2032,9.975,7.208761122518823
2025-01-14,R2033,10.2,8.208076659822039
2025-01-14,R2035,10.65,10.121834360027378
2025-01-14,R209,10.88,11.208761122518824
2025-01-14,R2037,11.085,12.046543463381246
2025-01-14,R2038,11.16,13.207392197125255
2025-01-14,R214,11.27,16.123203285420946
2025-01-14,ZARGB30,11.41,30.0
